codigo,titulo,autor,fecha_publicacion,precio
553255959,The Complete Book of Palmistry,Joyce Wilson,1983,24.33
385484100,The Language of Life: A Festival of Poets,Bill D. Moyers,1996,10.51
140422226,Walt Whitman: The Complete Poems (Penguin Classics),Francis Murphy,1990,36.76
62509594,Essential Rumi,Coleman Barks,1997,6.65
446673714,The Soul's Code : In Search of Character and Calling,James Hillman,1997,8.79
62500287,The Flight of the Seventh Moon: The Teaching of the Shields,Lynn Andrews,1985,18.76
1577311868,Developing Intuition: Practical Guidance for Daily Life,Shakti Gawain,2001,3.69
62513346,The Valkyries,Paulo Coelho,1996,8.33
30020786,Principles of Instrumental Analysis,Douglas A. Skoog,1997,10.14
133502813,Chemistry,John McMurry,1994,4.33
716724022,Physical Chemistry,P. W. Atkins,1994,8.51
525462325,Pooh (Giant Board Book),A. A. Milne,1999,1.76
60256664,The Giving Tree,Shel Silverstein,1964,34.32
794505007,Dream Pony (Sandy Lane Stables),Susannah Leigh,2003,10.36
786889020,Don't Stand Too Close to a Naked Man,Tim Allen,1995,5.43
786861320,The Wall Street Journal Lifetime Guide to Money : Strategies for Managing Your Finances,Staff of the Wall St Journal,1997,8.18
688149790,Babyhood,Paul Reiser,1997,9.3
671519751,Thirty Five Thousand Plus Baby Names: The Largest Selection of Popular and Unusual Names from Around the World,Bruce Lansky,1995,11.27
399505962,Indoor Cat,Patricia Curtis,1981,11.13
812090381,"Maine Coon Cats: Everything About Purchase, Care, Nutrition, Reproduction, Diseases, and Behavior (A Complete Pet Owner's Manual)",Carol Himsel Daly,1995,8.1
156305700X,Really Important Stuff: My Kids Have Taught Me,Cynthia Copeland Lewis,1994,9.4
889652066,Making Your Home a Haven: Strategies for the Domestically Challenged,Cyndy Salzmann,2001,3.85
140386645,The Westing Game (Now in Speak!),Ellen Raskin,1997,2.35
345337662,Interview with the Vampire,Anne Rice,1993,2.36
345351525,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993,13.35
553205587,Lord God Made Them All,James Herriot,1982,25.32
449003787,"\O\"" Is for Outlaw""",SUE GRAFTON,2001,2.6
867202076,Organic Chemistry,Marye Anne Fox,1994,10.91
716723980,Inorganic Chemistry,D.F. Shriver,1994,7.55
765347539,Kushiel's Avatar (Kushiel's Legacy),Jacqueline Carey,2004,36.73
965921506,"In-Home Child Care: A Step-By-Step Guide to Quality, Affordable Care","Debra K., Dr. Shatoff",1998,9.03
471485527,Essentials of Computational Chemistry : Theories and Models,Christopher J.  Cramer,2002,16.48
765345048,Kushiel's Chosen (Kushiel's Legacy),Jacqueline Carey,2003,12.76
385265700,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,1990,7.42
156935805,Virginia Woolf: A Biography,Quentin Bell,1974,9.55
713442549,Karpov-Korchnoi: Massacre in Merano (A Batsford chess book),Raymond D Keene,1981,8.94
094547069X,New Developments in Latvian Gambit,Kon Grivainis,1998,21.29
486293556,Epic Battles of the Chessboard,R. N. Coles,1996,71.83
20083513,BATTLE OF THE TITANS,Carolyn Keene,1991,27.93
140376410,"The Ear, the Eye, and the Arm",Nancy Farmer,1995,5.11
452281296,In the Cut,Susanna Moore,1999,5.06
1573229326,How to Be Good,Nick Hornby,2002,6.5
038072930X,Turbulent Souls: : A Catholic Son's Return To His Jewish Family,Stephen J. Dubner,1999,3.97
068483376X,Succulent Wild Woman,Sark,1997,8.15
068484270X,The HEALING OF AMERICA,Marianne Williamson,1997,5.09
316754315,"The Morning After: Sex, Fear, and Feminism on Campus",Katie Roiphe,1993,11.2
671672576,LAST TEMPTATION OF CHRIST (Movie Tie in),Nikos Kazantzakis,1988,1.45
679743243,The Informers,BRET EASTON ELLIS,1995,5.31
151003394,Africans in America: AMERICAN (AMERI)ca's Journey through Slavery,Charles Johnson,1998,3.97
385424736,The Rainmaker,John Grisham,1995,15.61
60923717,Love in Black and White: The Triumph of Love over Prejudice and Taboo,Mark Mathabane,1993,4.43
671617028,The Color Purple,Alice Walker,1985,29.79
440224772,Mirror Image,Danielle Steel,1999,10.7
345406036,The Shelter of Each Other: Rebuilding Our Families,Mary Bray Pipher,1997,9.83
871132389,Story of My Life: A Novel,Jay McInerney,1988,47.69
345421825,The First Immortal,James L. Halperin,1998,10.03
61057983,Diaspora,Greg Egan,1999,9.39
8817844330,Confucio nel computer: Memoria accidentale del futuro,Furio Colombo,1995,21.29
373245513,And Babies Make Four  (Manhattan Multiples),Marie Ferrarella,2003,26.5
525440631,Monster Movers,George Ancona,1983,13.6
373196504,The Tycoon's Double Trouble  (Daycare Dads),Susan Meier,2003,15.24
425130312,Legacy of Evil,Anna Clarke,1991,9.4
373123515,"The Spaniard's Woman   Foreign Affairs (Harlequin Presents, 2351)",Diana Hamilton,2003,11.03
373123531,"The Greek Tycoon's Ultimatum   The Greek Tycoons (Harlequin Presents, 2353)",Lucy Monroe,2003,6.9
375433465,The Firm (Random House Large Print),JOHN GRISHAM,2004,9.46
380752123,Each Time We Love,Shirlee Busbee,1993,1.41
067170463X,Murder on the Orient Express,Agatha Christie,1978,5.43
671543180,DEAD MANS FOLLY (Hercule Poirot Mysteries (Paperback)),Agatha Christie,1984,6.44
067170091X,Endless Night,Agatha Christie,1990,27.38
671705997,Easy to Kill,Agatha Christie,1991,16.74
671704664,And Then There Were None,Agatha Christie,1989,6.89
373805217,A Careful Wife,Lindsay Armstrong,2002,4.11
671696513,ABC MURDERS,Agatha Christie,1989,55.45
373123086,The Blind - Date Bride  (The Australians),Emma Darcy,2003,11.12
140390839,The Adventures of Tom Sawyer,Mark Twain,1987,5.51
373123523,The Parisian Playboy   In Love With Her Boss,Helen Brooks,2003,23.53
821758179,Faery Magic,Mary Jo Putney,1998,8.94
380896931,Tender Is the Storm,Johanna Lindsey,1985,14.33
971942315,The Greatest Discovery,Chris Sorensen,2003,71.33
3455059554,Der Fisch lernt fliegen. Unterwegs durch die Jahre.,Erika Pluhar,2000,6.4
553275860,Narcissus and Goldmund,Hermann Hesse,1984,12.21
844140898X,Fronteras de Lo Imposible,Iker Jimenez,2001,15.82
8432206407,Sin Noticias De Gurb (Biblioteca breve),Eduardo Mendoza,1995,4.8
739307312,The Da Vinci Code,DAN BROWN,2003,2.68
3423105518,Name Der Rose,Umberto Eco,0,12.28
812090284,2001 Spanish and English Idioms/2001 Modismos Espanoles E Ingleses: 2001 Modismos Espanoles E Ingleses,"Eugene, Ph.D. Savaiano",1995,9.31
590254715,Spring Fever!,Peter Lerangis,1996,10.35
8478886818,"Mi Gato Angus, El Primer Morreo Y El Pasta",Louise Rennison,2002,8.71
8477021473,Pozo y El Pendulo y Otras Historias Espeluzna,Edgar Allan Poe,1998,3.92
8420443026,La educación de un hada,Didier Van Cauwelaert,2001,7.0
8440682441,El Circulo Magico,Katherine Neville,1998,8.57
843396951X,13 99 Euros,Frederic Beigbeder,2002,6.57
8440616368,"Ocho, El",Katherine Neville,1991,26.73
8474448174,Mitologia - Guia Ilustrada de Mitos del Mundo,Roy Willis,1997,3.77
8420483885,El club Dumas (edición en español),Arturo Perez-Reverte,1999,58.53
8434845091,Falso Movimiento (Gran Angular),Alejandro Gandara,1998,5.28
8484509125,El Ultimo Adios,Mary Higgins Clark,2002,2.75
8484500020,LA Tabla De Flandes,Arturo Perez Reverte,2003,8.67
449210073,Patience and Sarah,Isabel Miller,1985,8.03
446605239,The Notebook,Nicholas Sparks,1998,3.78
553295977,Carnal Innocence,Nora Roberts,1992,6.69
380470845,The Fulfillment,LaVyrle Spencer,1979,20.97
380715309,"Mattimeo (Redwall, Book 3)",Brian Jacques,1998,4.55
553291025,If I Should Die,Judith Kelman,1993,5.82
812549295,The Wood Wife (Tor Fantasy),Terri Windling,1997,35.59
440162041,North and South,John Jakes,1983,9.38
671739778,Lost Lady,Jude Deveraux,1991,12.83
679770232,Italy in Mind: An Anthology (Vintage Departures),Alice Leccese Powers,1997,42.59
312875495,White As Snow (Fairy Tales),Tanith Lee,2001,9.97
553130285,Overload,Arthur Hailey,0,33.52
440212723,Cold Sassy Tree,Olive Ann Burns,1992,6.49
61054267,Ancient Shores,Jack McDevitt,1996,13.52
553299743,Reap the Whirlwind: The Battle of the Rosebud June 1876 (Plainsmen (Paperback)),Terry C. Johnston,1995,4.9
671016768,Bloodstream,Tess Gerritsen,1999,9.11
553276735,No Comebacks: Collected Short Stories,Frederick Forsyth,1983,8.46
786889047,Burning Angel (Dave Robicheaux Mysteries (Paperback)),James Lee Burke,1996,9.39
380720191,The List of 7,Mark Frost,1994,19.62
380898179,So Worthy My Love,Kathleen E. Woodiwiss,1989,8.24
345314247,Blue Adept (Apprentice Adept (Paperback)),Piers Anthony,1982,12.25
671646575,Heat and Dust,Ruth Prawer Jhabvala,1987,14.14
60955775,Veronika Decides to Die,Paulo Coelho,2001,3.2
679723374,Manifold Destiny: The One! the Only! Guide to Cooking on Your Car Engine,Chris Maynard,1989,4.33
716744481,Bold Science: Seven Scientists Who Are Changing Our World,Ted Anton,2001,16.17
395629497,Treehouses: The Art and Craft of Living Out on a Limb,Peter Nelson,1994,7.22
140259988,Home Tree Home: Principles of Treehouse Construction and Other Tall Tales,Peter Nelson,1997,6.72
743458036,The Royal Physician's Visit: A Novel,Per Olov Enquist,2002,6.98
441225691,Falcon,Emma Bull,1989,7.57
671721720,"The Honor of the Queen (Honor Harrington Series, Book 2)",David Weber,1993,13.59
679745963,The Man on the Balcony: The Story of a Crime (Vintage Crime/Black Lizard),Maj Sjowall,1993,7.9
671875965,"The Short Victorious War (Honor Harrington Series, Book 3)",David Weber,1994,8.44
142003409,The Disappearance of Sherlock Holmes,Larry Millett,2003,6.37
671577727,"On Basilisk Station (Honor Harrington Series, Book 1)",David Weber,1998,13.14
451451686,Reaper Man,Terry Pratchett,1992,7.15
068486780X,"Between Silk and Cyanide: A Codemaker's War, 1941-1945",Leo Marks,2000,6.94
743224574,A Beautiful Mind: The Life of Mathematical Genius and Nobel Laureate John Nash,Sylvia Nasar,2001,17.98
671010115,"GONE FISHIN : Featuring an Original Easy Rawlins Short Story \Smoke\"" (Easy Rawlins Mysteries (Paperback))""",Walter Mosley,1998,11.91
671004549,You Belong To Me,Mary Higgins Clark,1999,1.94
375509283,The Threatening Storm: The Case for Invading Iraq,Kenneth M. Pollack,2002,12.55
081297106X,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,2003,15.74
312422601,Blue Latitudes : Boldly Going Where Captain Cook Has Gone Before,Tony Horwitz,2003,10.25
802139256,Peace Like a River,Leif Enger,2002,1.95
553565915,Embraced by the Light,Betty J. Eadie,1994,61.0
055356160X,Cry Wolf,TAMI HOAG,1993,7.73
439240700,"The Power of Two (T*Witches, No 1)",H. B. Gilmour,2001,3.34
345317580,Magic Kingdom for Sale - Sold! (Magic Kingdom of Landover),Terry Brooks,1990,21.97
345335287,The Black Unicorn (Magic Kingdom of Landover Novel),Terry Brooks,1990,9.94
345362276,Wizard at Large (Rookies Series),Terry Brooks,1989,5.02
373512066,Sweet Enemy,Diana Palmer,2002,8.27
812505042,The Time Machine,H. G. Wells,1995,9.9
486270718,The Invisible Man (Dover Thrift Editions),H. G. Wells,1992,8.41
140022651,Journey to the Center of the Earth,Jules Verne,1965,32.22
1558504184,Bradymania!: Everything You Always Wanted to Know - And a Few Things You Probably Didnt (25th Anniversary Edition),Elizabeth Moran,1995,5.33
590629808,"The Message (Animorphs , No 4)",K. A. Applegate,1996,3.87
590629778,"The Invasion (Animorphs, No 1)",K. A. Applegate,1996,6.25
059046678X,The Yearbook,Peter Lerangis,1994,28.86
671740903,SCREAM OF THE CAT (PHANTOM VALLEY ) : SCREAM OF THE CAT,Lynn Beach,1992,15.04
671740881,EVIL ONE (PHANTOM VALLEY 1) : EVIL ONE (Phantom Valley),Lynn Beach,1991,29.3
380570009,How to Talk So Kids Will Listen and Listen So Kids Will Talk,Adele Faber,1991,8.63
451077237,Farrah : An Unauthorized Biography of Farrah Fawcett-Majors,Patricia Burstein,1977,12.24
807842613,Graveyard of the Atlantic: Shipwrecks of the North Carolina Coast,David Stick,1989,10.16
345283554,Han Solo at Stars' End,Daley,1979,2.95
345260627,Splinter of the Mind's Eye,Alan Dean Foster,1978,3.45
345283929,Empire Strikes Back Wars,Donald F Glut,1980,12.5
068808527X,Close Friends,Peter Jenkins,1989,7.54
929634063,50 Simple Things You Can Do to Save the Earth,Earthworks Group,1989,3.79
898863538,"A Hiker's Companion: 12,000 Miles of Trail-Tested Wisdom",Cindy Ross,1993,9.22
679023755,Hiking a Celebration of the Sport and the World's Best Places to Enjoy It (Fodor's sports),Cindy Ross,1992,20.3
394707745,Hungry Hikers Book of Good Cooking,Gretchen McHugh,1982,37.79
042516540X,The Cat Who... Companion,Sharon A. Feaster,1998,9.68
671695304,"FOREVER : A Novel of Good and Evil, Love and Hope",Judy Blume,1989,2.86
515134384,The Cat Who Went Up the Creek,Lilian Jackson Braun,2003,12.33
051512463X,The Cat Who Sang for the Birds (Cat Who... (Paperback)),Lilian Jackson Braun,1999,40.36
671529714,HIGH TIDE FEAR STREET SUPERCHILLER 12,R.L. Stine,1997,18.95
671751174,First Evil (Fear Street Cheerleaders 1) : First Evil,R.L. Stine,1992,4.5
671001868,BODY SWITCHERS FROM OUTER SPACE: R L STINE'S GHOSTS OF FEAR STREET #14 (GHOSTS OF FEAR STREET),R.L. Stine,1996,11.16
345375580,"The Elf Queen of Shannara (Heritage of Shannara, Book 3)",Terry Brooks,1993,7.85
671802283,JUDY GARLAND,Anne E. Edwards,1975,7.53
067166865X,STAR TREK YESTERDAY'S SON (Star Trek: The Original Series),A.C. Crispin,1988,33.22
553492411,Perfect Girls (Replica No. 4),Marilyn Kaye,1999,3.16
590109715,"The Andalite Chronicles (Elfangor's Journey, Alloran's Choice, An Alien Dies) - Animorphs",Katherine Applegate,1997,2.79
590629786,"The Visitor (Animorphs, No 2)",K. A. Applegate,1996,42.8
590629794,"The Encounter (Animorphs , No 3)",K. A. Applegate,1996,5.9
439164567,"Shipwreck (Island, Book 1)",Gordon Korman,2001,9.8
590448595,"Karen's School Trip (Baby-Sitters Little Sister, 24)",Ann M. Martin,1992,4.51
590448323,"Karen's Doll (Baby-Sitters Little Sister, 23)",Ann M. Martin,1991,5.73
590448315,"Karen's Pen Pal (Baby-Sitters Little Sister, 25)",Ann M. Martin,1992,10.64
553295691,The Christie Caper,Carolyn G. Hart,1999,8.83
553562754,Southern Ghost,Carolyn G. Hart,1996,17.29
515120618,Montana Sky,Nora Roberts,2000,14.81
971766711,A Thousand Country Roads: An Epilogue to The Bridges of Madison County,Robert James Waller,2002,6.54
201731355,Macromedia Dreamweaver 4: Training from the Source,Khristine Page,2001,4.73
380812029,All About Passion (Cynster Novels),Stephanie Laurens,2001,9.04
1551668424,Fifth Daughter,Elaine Coffman,2001,16.1
553583077,To Kiss a Spy (Get Connected Romances),JANE FEATHER,2003,9.85
804119740,Lady of Desire,Gaelen Foley,2003,13.49
446611107,The Rogue,Claire Delacroix,2002,13.39
1551669463,The Italian,Elaine Coffman,2002,6.31
821772252,Scrooge Wore Spurs,Janet Dailey,2002,15.47
60009241,See Jane Score (Avon Romance),Rachel Gibson,2003,8.84
380819619,The Ring on Her Finger (Avon Romance),Elizabeth Bevarly,2002,2.06
1551668521,Reckless Encounter,Rosemary Rogers,2001,5.47
312989202,Finding You/Knowing You : Two Brand-New Novels For One Wonderful Price! (Candellano Family Trilogy),Maureen Child,2003,9.42
451208293,Impostress (Signet Historical Romance),Lisa Jackson,2003,13.43
084395051X,Savage Destiny (Savage),Cassie Edwards,2003,8.12
1551665964,Bride Of Black Douglas (Mira),Elaine Coffman,2000,26.75
843950676,Texas Bride (Leisure Historical Romance),Leigh Greenwood,2002,5.18
451208153,The Iron Rose,Marsha Canham,2003,20.14
60001453,Love With the Proper Husband (Avon Historical Romance),Victoria Alexander,2003,4.52
60002050,On a Wicked Dawn (Cynster Novels),Stephanie Laurens,2002,11.14
373123213,The Italian's Trophy Mistress  (Mistress To A Millionaire),Diana Hamilton,2003,2.61
843951346,Seduced by a Rogue,Connie Mason,2003,2.86
1551666766,Naughty Marietta,Nan Ryan,2003,26.4
1551666855,The Love Knot,Rebecca Brandewyne,2003,8.21
451208412,Racing Moon,Cassie Edwards,2003,26.69
61032093,Breathing Room (Avon Romance),Susan Elizabeth Phillips,2003,8.05
312989431,Deadly Caress (A Francesca Cahill Romance),Brenda Joyce,2003,3.21
446611298,Seduced,Pamela Britton,2003,3.93
843952059,The Very Virile Viking,Sandra Hill,2003,15.53
380812975,Untie My Heart,Judith Ivory,2002,2.95
345447174,Midnight Confessions,CANDICE PROCTOR,2002,5.82
553583565,Stealing Heaven,Madeline Hunter,2002,8.57
804119953,The Ways of Grace,Linda Francis Lee,2002,33.15
843950803,Reckless Embrace (Leisure Historical Romance),Madeline Baker,2002,15.81
553583905,Kingdom Of Moonlight,Josie Litton,2002,12.1
373292228,"Married By Midnight (Harlequin Historical, No. 622)",Judith Stacy,2002,2.05
60502312,Breaking All the Rules (Avon Light Contemporary Romances),Sue Civil-Brown,2002,4.27
743436830,"River Road (Ross, Joann. Callahan Brothers Trilogy, 2.)",JoAnn Ross,2002,5.99
1551668920,A Season Of Miracles,Heather Graham,2002,2.92
60001445,"Her Highness, My Wife",Victoria Alexander,2002,1.47
451206754,Must Be Magic,Patricia Rice,2002,12.47
440236401,The Temptress (The Bride Quest),Claire Delacroix,2001,3.32
038081479X,Heart of a Warrior,Johanna Lindsey,2002,20.6
843949635,Savage Moon,Cassie Edwards,2002,4.76
843949724,Texas Homecoming (Night Riders),Leigh Greenwood,2002,9.0
821771205,The Mating Game (Zebra Contemporary Romance),Melanie George,2002,3.89
312979495,Tempt Me Twice (A Kenyon Family Novel),Barbara Dawson Smith,2001,5.12
440235960,Romancing Riley,Connie Lane,2002,10.74
380811065,Lady Sophia's Lover,Lisa Kleypas,2002,6.79
440224055,Silent Honor,Danielle Steel,1997,19.15
140255087,The Snow Leopard (Penguin Nature Classics),Peter Matthiessen,1996,4.61
684866048,"Move Your Stuff, Change Your Life : How to Use Feng Shui to Get Love, Money, Respect and Happiness",Karen Rauch Carter,2000,17.72
688164307,Every Day's a Party : Louisiana Recipes For Celebrating With Family And Friends,Emeril Lagasse,1999,8.8
60392703,"Do Less, Achieve More: Discover the Hidden Power of Giving in",Chin-Ning Chu,1998,14.69
671743228,Success Through a Positive Mental Attitude,W. Stone,1991,3.27
385483813,Intellectual Capital: The New Wealth of Organizations,THOMAS A. STEWART,1998,23.38
1556590415,The Book of Questions,Pablo Neruda,1991,1.77
399517405,Italian Light Cooking,Marie Simmons,1992,14.71
1885171013,"Soulwork: Clearing the Mind, Opening the Heart, and Replenishing the Spirit",Bettyclare Moffatt,1994,38.5
1583940677,"Nothing in This Book Is True, but It's Exactly How Things Are: The Esoteric Meaning of the Monuments on Mars",Bob Frissell,2003,4.92
804110867,Other People's Skeletons (Rebecca Schwartz Mysteries),Julie Smith,1994,10.77
446400688,Death and the Joyful Woman,Ellis Peters,1995,10.76
425102319,No Wind of Blame,Georgette Heyer,1994,58.6
039304856X,Iris and Her Friends: A Memoir of Memory and Desire,John Bayley,1999,12.59
399143335,The Cat Who Sang for the Birds,Lilian Jackson Braun,1998,22.51
962455741,"Preserving Family Lands, Book I",Stephen J. Small,1998,7.53
441001866,"Martin the Warrior (Redwall, Book 6)",Brian Jacques,1996,15.39
441000312,"Salamandastron (Redwall, Book 5)",Brian Jacques,1994,7.38
515118249,The Cat Who Blew the Whistle,Lilian Jackson Braun,1996,17.47
743456823,The Lives of Dax (Star Trek: Deep Space Nine),Marco Palmieri,2002,5.83
312311354,"The Pianist: The Extraordinary True Story of One Man's Survival in Warsaw, 1939-1945",Wladyslaw Szpilman,2002,8.0
671743562,"Dreams of the Raven (Star Trek, No 34)",Carmen Carter,1991,49.44
385335830,Diary of a Mad Bride (Summer Display Opportunity),Laura Wolf,2002,16.5
743262174,"Cry, the Beloved Country (Oprah's Book Club)",Alan Paton,2003,13.2
515130389,Carolina Moon,Nora Roberts,2001,29.38
080411935X,Standing in the Rainbow,FANNIE FLAGG,2003,29.88
142004235,East of Eden (Oprah's Book Club),John Steinbeck,2003,1.92
515135062,Three Fates,Nora Roberts,2004,4.03
595197124,The Courtship Dance of the Borderline,"Anthony, Md. Walker",2001,39.31
689859376,"The Seeing Stone (The Spiderwick Chronicles, Book 2)",Tony DiTerlizzi,2003,3.69
1563524317,Down on Ponce: A Novel,Fred Willard,1997,26.87
8421615386,El Tiempo y la Promesa,Concha Lopez Narvaez,1990,23.38
140065008,The Deptford Trilogy (King Penguin S.),Robertson Davies,1983,15.47
156881802,"Tartuffe, by Moliere",Richard Wilbur,1968,7.2
6476333,Scorpio Illusion Uk,Robert Ludlum,0,2.5
3257233027,Richtig leben mit Geri Weibel. Neue Folge.,Martin Suter,2002,23.28
325723273X,Richtig leben mit Geri Weibel.,Martin Suter,2001,8.74
743412028,Pay It Forward,Catherine Ryan Hyde,2000,7.35
3442429439,Die geheime Geschichte.,Donna Tartt,1995,7.71
61056774,The X-Files: Ground Zero,Kevin J. Anderson,1996,26.0
425169693,Here on Earth (Oprah's Book Club),Alice Hoffman,1999,6.95
452269571,Bastard Out of Carolina,Dorothy Allison,1993,20.08
051513287X,Face the Fire (Three Sisters Island Trilogy),Nora Roberts,2002,2.15
618002219,The Hobbit: or There and Back Again,J.R.R. Tolkien,1999,39.05
553576399,Distraction: A Novel,Bruce Sterling,1999,8.64
451458370,Alien Taste (Roc Science Fiction),Wen Spencer,2001,3.12
441374239,Islands in the Net,Bruce Sterling,1989,9.46
887307884,Dogbert's Top Secret Management Handbook,Scott Adams,1996,3.73
252068505,Hollywood Speaks: Deafness and the Film Entertainment Industry,John S. Schuchman,1999,16.18
804108447,Druids,MORGAN LLYWELYN,1992,5.79
671721046,The Deed of Paksenarrion,Elizabeth Moon,1992,3.13
441117732,Count Zero (Ace Science Fiction),William Gibson,1987,3.5
553576429,A Good Old-Fashioned Future: Stories,Bruce Sterling,1999,13.43
915035170,Deaf Culture Our Way,Holcomb,1995,15.48
60914254,A Loss for Words : The Story of Deafness in a Family,Lou Ann Walker,1987,17.84
441003702,Schismatrix Plus: Includes Schismatrix and Selected Stories from Crystal Express,Bruce Sterling,1996,11.65
886776155,"When True Night Falls (Coldfire Trilogy, Book 2)",C.S. Friedman,1994,27.18
055329461X,The Difference Engine,WILLIAM GIBSON,1992,6.95
055357549X,Holy Fire: A Novel (Bantam Spectra Book),Bruce Sterling,1997,1.49
553373803,The Fifth Sacred Thing,Starhawk,1994,7.43
60392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,Michael Moore,2002,6.29
1568650418,The Elric Saga PT. II,Michael Moorcock,1984,19.82
451455789,No One Noticed the Cat,Anne McCaffrey,1996,1.16
963401661,Great Deaf Americans: The Second Edition,Matthew S. Moore,1996,22.43
1566393523,"The Feel of Silence (Health, Society, and Policy)",Bonnie Poitras Tucker,1995,24.5
153895152,Our Latin Heritage (Our Latin Heritage),Lillian M. Hines,1969,4.14
345412451,The Termination Node,Lois H. Gresh,1999,19.59
590353403,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,1998,43.4
671877283,"Silverlight: The Arcana, Book II (Arcana/Morgan Llywelyn, Bk 2)",Morgan Llywelyn,1996,22.61
941104184,War Against War,Ernst Friedrich,1987,43.47
380815931,In the Beginning...was the Command Line,Neal Stephenson,1999,3.78
930878132,Guide to Korean Characters: Reading and Writing Hangul and Hanja,Bruce K. Grant,1987,7.21
932130097,American Deaf Culture: An Anthology,Sherman Wilcox,1989,20.0
312263120,Digital Fortress : A Thriller,Dan Brown,2000,7.65
446532231,"Dude, Where's My Country?",Michael Moore,2003,9.35
806511605,Fairy-Faith in Celtic Countries (Library of the Mystic Arts),W. Y. Evans-Wentz,1990,6.15
7103999,Witch,Fiona Horne,2001,22.67
671877143,"SILVERHAND: ARCANA BOOK I (Llywelyn, Morgan. Arcana, Bk. 1.)",Morgan Llywelyn,1996,48.0
886777844,Summon the Keeper,Tanya Huff,1998,22.95
875424961,The 21 Lessons of Merlyn: A Study in Druid Magic and Lore,Douglas Monroe,1992,8.13
089281313X,"Seekers of the Healing Energy: Reich, Cayce, the Kahunas, and Other Masters of the Vital Force",Mary Coddington,1991,7.93
877285314,Spiritual Cleansing: A Handbook of Psychic Protection,Draja Mickaharic,1989,4.91
765341840,"From The Two Rivers : The Eye of the World, Book 1 (Wheel of Time (Starscape))",Robert Jordan,2002,13.33
380789116,The Queen's Necklace,Teresa Edgerton,2001,1.66
2877141667,L'Education Sentimenntale (World Classics),Gustave Flaubert,2000,14.38
312243359,We Wish to Inform You That Tomorrow We Will be Killed With Our Families: Stories from Rwanda,Philip Gourevitch,1999,3.98
2742702458,La Virevolte,Nancy Huston,1999,6.6
2253182389,Meurtres en soutane,P.D. James,2003,1.85
385498802,Bee Season: A Novel,Myla Goldberg,2001,2.55
141002077,Cherry: A Memoir,Mary Karr,2001,6.74
394757653,The Simple Art of Murder (Vintage Crime),RAYMOND CHANDLER,1988,3.88
812579569,Domain,Steve Alten,2002,14.23
898655293,Myth-Nomers and Im-Pervections,Robert Asprin,1987,18.48
449904628,Dave Barry Slept Here: A Sort of History of the United States,Dave Barry,1990,21.1
831750065,In Praise of Cats,Smithmark Publishing,1992,4.51
446674338,Brown Girl in the Ring,Nalo Hopkinson,1998,9.65
449702936,Sons from Afar,Cynthia Voigt,1988,13.33
449702146,"Izzy, Willy-Nilly",Cynthia Voigt,1991,13.63
449701301,Building Blocks,Cynthia Voigt,1985,15.74
449703347,Tree by Leaf,Cynthia Voigt,1995,10.69
590477323,Building Blocks (Point),Cynthia Voigt,1994,5.18
449701875,Jackaroo,Cynthia Voigt,1989,8.5
590471570,A Solitary Blue (Point),Cynthia Voigt,1993,6.06
449702545,Homecoming,Cynthia Voigt,1990,42.53
156005778,Mister Sandman (Harvest Book),Barbara Gowdy,1998,23.17
375727434,"Hateship, Friendship, Courtship, Loveship, Marriage : Stories",Alice Munro,2002,7.2
1550223968,Too Close to the Falls: A Memoir,Catherine Gildiner,1999,4.77
312291639,The Nanny Diaries: A Novel,Emma McLaughlin,2003,7.84
014043187X,The Picture of Dorian Gray (Penguin Classic),Oscar Wilde,1985,5.96
425101452,Phantoms,Dean R. Koontz,1996,17.26
192816489,No Name (World's Classics),William Wilkie Collins,1987,14.61
189251415X,The Bearded Lady,Sharlee Dieguez,1999,17.15
014018869X,Cold Comfort Farm,Stella Gibbons,1995,10.47
1401068049,Revelation and the Fall of Judea,Maurice A. Williams,2002,11.36
2070374637,L'Ami retrouv�?�c,Fred Uhlman,1983,7.36
2890377741,Lame (Collection Sextant),Esther Rochon,1995,6.77
375505296,The Dante Club : A Novel,Matthew Pearl,2003,10.17
3423350024,Der Wahnsinn der Normalit�?¤t.,Arno Gruen,1989,25.44
034536662X,Jacob the Baker: Gentle Wisdom For a Complicated World,Noah benShea,1990,25.07
553348981,Jitterbug Perfume,TOM ROBBINS,1990,1.69
486251772,Adventures at Sea in the Great Age of Sail: Five Firsthand Narratives,Elliot Snow,1986,6.8
671541013,POSSESSIONS,Judith Michael,1985,5.11
684874350,ANGELA'S ASHES,Frank McCourt,1996,29.79
451207580,Who Left That Body in the Rain? (Thoroughly Southern Mysteries),Patricia Sprinkle,2002,19.0
446611212,Violets Are Blue,James Patterson,2002,3.91
316168688,The Dogs of Babel (Today Show Book Club #12),Carolyn Parkhurst,2003,6.13
452264790,Tar Baby,Toni Morrison,1987,16.44
679448802,Gone Bamboo,Anthony Bourdain,1997,15.85
425189082,The Etruscan Chimera (Archaeological Mystery),Lyn Hamilton,2003,7.23
1566492785,The Tao of Bada Bing: Words of Wisdom from the Sopranos,David Chase,2003,21.5
